FID,Status,Score,Match_type,Match_addr,,AddNum,AddNumFrom,AddNumTo,StPreDir,StPreType,StName,StType,StDir,Nbrhd,City,Subregion,Region,Postal,PostalExt,Country,LangCode,Addr_type,StreetID,Distance,X,Y,DisplayX,DisplayY,Xmin,Ymin,Xmax,Ymax,ARC_Street,ARC_City,ARC_State,ARC_ZIP,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
308,M,92.5,A,"5500 S Hoover St, Los Angeles, CA, 90037",L,5500,5500,5504,S, ,Hoover,St, , ,Los Angeles, ,CA,90037, ,USA,ENG,StreetAddress,6984000017,0,-118.287048,33.992344,-118.287048,33.992344,-118.337048,33.942344,-118.237048,34.042344,5500 S. Hoover St.,Los Angeles, ,90044,152-004604,ES,"First To Serve, Inc.",Winter Shelter Program - South Los Angeles,C,Facility-based beds,SMF,Individual,NA,Chronically Homeless,Yes,1,5500 S. Hoover St., ,Los Angeles,90044,62118,Kirk Tyler,Program Manager,(323) 758-4670,ktyler@firsttoserve.org,SPA 6,SD 2,CD 9,232700,257, ,257, , 
309,M,100,A,"2346 Cotner Ave, Los Angeles, CA, 90064",L,2346,2320,2370, , ,Cotner,Ave, , ,Los Angeles, ,CA,90064, ,USA,ENG,StreetAddress,6984000035,0,-118.437349,34.037105,-118.437349,34.037105,-118.487349,33.987105,-118.387349,34.087105,2346 Cotner Ave.,Los Angeles, ,90064,044-008550,ES,People Assisting the Homeless (PATH),PATH Westside Center,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.94,2346 Cotner Ave., ,Los Angeles,90064,62118,Mario Cardona,Associate Director,(323) 960-3336,mcardona@epath.org,SPA 5,SD 2,CD 5,267700,32, ,30, , 
310,M,100,A,"4121 Eagle Rock Blvd, Los Angeles, CA, 90065",L,4121,4091,4167, , ,Eagle Rock,Blvd, , ,Los Angeles, ,CA,90065, ,USA,ENG,StreetAddress,6984000043,0,-118.226593,34.121356,-118.226593,34.121356,-118.276593,34.071356,-118.176593,34.171356,4121 EAGLE ROCK BLVD,Los Angeles, ,90065,369-014853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,M,100,A,"3526 Marmion Way, Los Angeles, CA, 90065",L,3526,3598,3400, , ,Marmion,Way, , ,Los Angeles, ,CA,90065, ,USA,ENG,StreetAddress,6984000016,0,-118.214143,34.086977,-118.214143,34.086977,-118.264143,34.036977,-118.164143,34.136977,3526 MARMION WAY,Los Angeles, ,90065,177-014516,PSH,PATH Ventures,Marmion Way Apartments,U,0,SFHC,Family,NA, ,Yes,0,3526 MARMION WAY, ,Los Angeles,90065,62118,Jesus Hernandez,Dir. Of Development,(323) 671-1301,jhernandez@pathventures.org,SPA 4,SD 1,CD 1,199000,66, ,0, , 
312,M,100,A,"4260 Eagle Rock Blvd, Los Angeles, CA, 90065",R,4260,4260,4310, , ,Eagle Rock,Blvd, , ,Los Angeles, ,CA,90065, ,USA,ENG,StreetAddress,6984000031,0,-118.223826,34.122347,-118.223826,34.122347,-118.273826,34.072347,-118.173826,34.172347,4260 EAGLE ROCK BLVD,Los Angeles, ,90065,369-014852,PSH,"Women Organizing Resources, Knowledge & Services, Inc. (WORKS)",Teague Terrace Apartments (Formerly Eagle Vista I),U,0,SMF,Individual,NA, ,No,0,4260 EAGLE ROCK BLVD, ,Los Angeles,90065,62118,Yoko Sugioka,Program Manger,(323) 341-7028,yoko@worksusa.org,SPA 4,SD 1,CD 1,186200,39, ,0, , 
313,M,100,A,"11738 Courtleigh Dr, Los Angeles, CA, 90066",L,11738,11700,11898, , ,Courtleigh,Dr, , ,Los Angeles, ,CA,90066, ,USA,ENG,StreetAddress,6984000016,0,-118.417615,33.998653,-118.417615,33.998653,-118.467615,33.948653,-118.367615,34.048653,11738 Courtleigh Dr,Los Angeles, ,90066,177-014505,PSH,PATH Ventures,PATH Villas at Del Rey (Courtleigh Villas),U,0,SMF,Individual,NA,Mentally Ill,No,0,11738 Courtleigh Dr, ,Los Angeles,90066,62118,Jesus Hernandez,Dir. Of Development,(323) 671-1301,jhernandez@pathventures.org,SPA 5,SD 2,CD 11,275200,22, ,0, , 
314,M,100,A,"12841 W Washington Blvd, Los Angeles, CA, 90066",R,12841,12827,12899,W, ,Washington,Blvd, , ,Los Angeles, ,CA,90066, ,USA,ENG,StreetAddress,6984000032,0,-118.437602,33.99561,-118.437602,33.99561,-118.487602,33.94561,-118.387602,34.04561,12841 W WASHINGTON BLVD,Los Angeles, ,90066,180-011009,RRH,Upward Bound house,First 5 LA Rental Assistance,C,0,HC,Family,NA,NA,No,1,12841 W WASHINGTON BLVD, ,Los Angeles,90066,69037,Keri Homolka,Administrative Assistant,(310) 306-1865,khomolka@upwardboundhouse.org,SPA 5,SD 2,NA,702803,68, ,68, , 
315,M,100,A,"12841 W Washington Blvd, Culver City, CA, 90066",R,12841,12827,12899,W, ,Washington,Blvd, , ,Culver City, ,CA,90066, ,USA,ENG,StreetAddress,6984000032,0,-118.437602,33.99561,-118.437602,33.99561,-118.487602,33.94561,-118.387602,34.04561,12841 W WASHINGTON BLVD,Culver City, ,90066,180-011010,ES,Upward Bound house,FSC Emergency Shelter,N,Facility-based beds,HC,Family,NA,NA,Yes,0.5,12841 W WASHINGTON BLVD, ,Culver City,90066,63384,Keri Homolka,Administrative Assistant,(310) 306-1865,khomolka@upwardboundhouse.org,SPA 5,SD 2,NA,702803,40, ,20, , 
316,M,100,A,"12841 W Washington Blvd, Los Angeles, CA, 90066",R,12841,12827,12899,W, ,Washington,Blvd, , ,Los Angeles, ,CA,90066, ,USA,ENG,StreetAddress,6984000032,0,-118.437602,33.99561,-118.437602,33.99561,-118.487602,33.94561,-118.387602,34.04561,12841 W WASHINGTON BLVD,Los Angeles, ,90066,180-011001,ES,Upward Bound house,Emergency Family Shelter,C,Facility-based beds,HC,Family,NA,NA,Yes,0.65,12841 W WASHINGTON BLVD, ,Los Angeles,90066,69037,Keri Homolka,Administrative Assistant,(310) 306-1865,khomolka@upwardboundhouse.org,SPA 5,SD 2,NA,702803,23, ,15, , 
317,M,100,A,"12841 W Washington Blvd, Los Angeles, CA, 90066",R,12841,12827,12899,W, ,Washington,Blvd, , ,Los Angeles, ,CA,90066, ,USA,ENG,StreetAddress,6984000032,0,-118.437602,33.99561,-118.437602,33.99561,-118.487602,33.94561,-118.387602,34.04561,12841 W WASHINGTON BLVD,Los Angeles, ,90066,180-011011,RRH,Upward Bound house,First 5 LA Rental Assistance RRH Round 2,C,0,HC,Family,NA, ,No,1,12841 W WASHINGTON BLVD, ,Los Angeles,90066,69037,Keri Homolka,Administrative Assistant,(310) 306-1865,khomolka@upwardboundhouse.org,SPA 5,SD 2,NA,702803,38, ,38, , 
318,M,85.48,A,"1938 Argyle Ave, Los Angeles, CA, 90068",R,1938,1918,2098, , ,Argyle,Ave, , ,Los Angeles, ,CA,90068, ,USA,ENG,StreetAddress,6984000017,0,-118.325144,34.106062,-118.325144,34.106062,-118.375144,34.056062,-118.275144,34.156062,1938 N. Argyle Ave.,Hollywood, ,90068,111-111300,PSH,Hollywood Community Housing Corporation,Argyle Court Apartments,C,0,SMF+HC,Family,HIV, ,No,1.04,1938 N. Argyle Ave., ,Hollywood,90068,62118,Consuelo Lopez,Program Manager,(323) 454-6208,clopez@hollywoodhousing.org,SPA 4,SD 3,CD 4,189500,27, ,28, , 
319,M,100,A,"8300 Santa Monica Blvd, West Hollywood, CA, 90069",L,8300,8300,8338, , ,Santa Monica,Blvd, , ,West Hollywood, ,CA,90069, ,USA,ENG,StreetAddress,6984000024,0,-118.370321,34.090646,-118.370321,34.090646,-118.420321,34.040646,-118.320321,34.140646,8300 Santa Monica Blvd.,West Hollywood, ,90069,400-016750,PSH,City of West Hollywood,Shelter+ Care Tenant Based Rental Assistance Project,C,0,SMF,Individual,NA,Chronically Homeless,No,1,8300 Santa Monica Blvd., ,West Hollywood,90069,69037,Leslie Isenberg,Social Services Program Admin.,(323) 848-6306,Lisenberg@weho.org,SPA 4,SD 3,NA,700300,20, ,20, , 
320,M,92.5,A,"11301 Wilshire Blvd, Los Angeles, CA, 90025",R,11301,11301,11355, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000032,0,-118.457936,34.053385,-118.457936,34.053385,-118.507936,34.003385,-118.407936,34.103385,11301 WILSHIRE BLVD,Los Angeles, ,90073,040-009413,TH,The Salvation Army,GPD - Naomi House,C,0,SF,Individual,NA,NA,No,0.87,11301 WILSHIRE BLVD, ,Los Angeles,90073,69037,Wanda Wells,Director of Operations,(310) 478-3711 x 49049,wanda.wells@usw.salvationarmy.org,SPA 5,SD 3,NA,701100,15, ,13, ,Veterans
321,M,92.5,A,"11301 Wilshire Blvd, Los Angeles, CA, 90025",R,11301,11301,11355, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000032,0,-118.457936,34.053385,-118.457936,34.053385,-118.507936,34.003385,-118.407936,34.103385,11301 WILSHIRE BLVD,Los Angeles, ,90073,040-009424,TH,The Salvation Army,GPD - The Salvation Army SC Division LA The Haven,C,0,SM,Individual,NA,Substance Abusers,Yes,0.97,11301 WILSHIRE BLVD, ,Los Angeles,90073,69037,Wanda Wells,Director of Operations,(310) 478-3711 x 49049,wanda.wells@usw.salvationarmy.org,SPA 5,SD 3,NA,701100,95, ,92, ,Veterans
322,M,81.54,M,"11211 Southwest Blvd, Los Angeles, CA, 90044",R,11211,11201,11261, , ,Southwest,Blvd, , ,Los Angeles, ,CA,90044, ,USA,ENG,StreetAddress,6984000016,0,-118.288853,33.933184,-118.288854,33.933184,-118.338854,33.883184,-118.238854,33.983184,11211 SW AVENUE,LOS ANGELES, ,90059,394-017801,TH,A New Way of Life,Transitional Housing Program,N,0,SFHC,Family,NA, ,Yes,0.6,PO Box 875288, ,Los Angeles,90087,62118,#N/A,#N/A,#N/A,#N/A,SPA 6,SD 2,CD 8,241200,5, ,3, , 
323,M,92.5,A,"11301 Wilshire Blvd, Los Angeles, CA, 90025",R,11301,11301,11355, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000032,0,-118.457936,34.053385,-118.457936,34.053385,-118.507936,34.003385,-118.407936,34.103385,11301 WILSHIRE BLVD,Los Angeles, ,90073,040-009406,TH,The Salvation Army,GPD - Exodus Lodge Transitional Housing,C,0,SMF,Individual,NA,NA,No,0.82,11301 WILSHIRE BLVD, ,Los Angeles,90073,69037,Wanda Wells,Director of Operations,(310) 478-3711 x 49049,wanda.wells@usw.salvationarmy.org,SPA 5,SD 3,NA,701100,40, ,33, ,Veterans
324,M,92.5,A,"11301 Wilshire Blvd, Los Angeles, CA, 90025",R,11301,11301,11355, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000032,0,-118.457936,34.053385,-118.457936,34.053385,-118.507936,34.003385,-118.407936,34.103385,11301 WILSHIRE BLVD,Los Angeles, ,90073,040-009411,ES,The Salvation Army,HCHV/EH - The Salvation Army SC Division LA The Haven - Senior,C,Facility-based beds,SM,Individual,NA,NA,No,0.76,11301 WILSHIRE BLVD, ,Los Angeles,90073,69037,Wanda Wells,Director of Operations,(310) 478-3711 x 49049,wanda.wells@usw.salvationarmy.org,SPA 5,SD 3,NA,701100,25, ,19, ,Veterans
325,M,92.5,A,"11301 Wilshire Blvd, Los Angeles, CA, 90025",R,11301,11301,11355, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000032,0,-118.457936,34.053385,-118.457936,34.053385,-118.507936,34.003385,-118.407936,34.103385,11301 WILSHIRE BLVD,Los Angeles, ,90073,040-009401,ES,The Salvation Army,HCHV/EH - Alpha Center,C,Facility-based beds,SMF,Individual,NA,NA,No,0.69,11301 WILSHIRE BLVD, ,Los Angeles,90073,69037,Wanda Wells,Director of Operations,(310) 478-3711 x 49049,wanda.wells@usw.salvationarmy.org,SPA 5,SD 3,NA,701100,45, ,31, ,Veterans
326,M,79.91,M,"2471 N Beachwood Dr, Los Angeles, CA, 90068",L,2471,2401,2499,N, ,Beachwood,Dr, , ,Los Angeles, ,CA,90068, ,USA,ENG,StreetAddress,6984000017,0,-118.321572,34.114918,-118.321573,34.114918,-118.371573,34.064918,-118.271573,34.164918,2471 BEACHWOOD ST.,LOS ANGELES, ,90068,121-007200,TH,Los Angeles Youth Network (LAYN),Beachwood House,C,0,YMF,Youth,NA,Youth (Ages 18-25),Yes,0.75,2471 Beachwood St., ,Los Angeles,90068,62118,Chris Albidrez,Outreach Manager,(323) 957-7757,calbidrez@layn.org,SPA 4,SD 3,CD 4,189400,12, ,9, , 
327,M,92.5,A,"11301 Wilshire Blvd, Los Angeles, CA, 90025",R,11301,11301,11355, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000032,0,-118.457936,34.053385,-118.457936,34.053385,-118.507936,34.003385,-118.407936,34.103385,11301 WILSHIRE BLVD,Los Angeles, ,90073,040-009449,RRH,The Salvation Army,SSVF - Supportive Services for Veteran Families,N,0,HC,Family,NA, ,No,1,11301 WILSHIRE BLVD, ,Los Angeles,90073,69037,Steve Lytle,Director,(323) 263-1206,steve.lytle@usw.salvationarmy.org,SPA 5,SD 3,NA,701100,13, ,13, , 
328,M,92.5,A,"11301 Wilshire Blvd, Los Angeles, CA, 90025",R,11301,11301,11355, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000032,0,-118.457936,34.053385,-118.457936,34.053385,-118.507936,34.003385,-118.407936,34.103385,11301 WILSHIRE BLVD,Los Angeles, ,90073,316-011202,ES,Veterans Health Administration,VADOM - Domiciliary,C,Facility-based beds,SMF,Individual,NA,NA,No,0.5,11301 WILSHIRE BLVD, ,Los Angeles,90073,69037,John Nikashima,Program Analyst,(310) 478-3711 x 41946,johnnikashina@va.gov,SPA 5,SD 3,NA,701100,296, ,148, ,Veterans
329,M,90.87,A,"3401 E 1st St, Los Angeles, CA, 90063",L,3401,3401,3433,E, ,1st,St, , ,Los Angeles, ,CA,90063, ,USA,ENG,StreetAddress,6984000024,0,-118.194958,34.03719,-118.194958,34.03719,-118.244958,33.98719,-118.144958,34.08719,3401-3413 E 1st St,Los Angeles, ,90063,011-001130,PSH,A Community of Friends,Lorena Plaza,U,0,SMF,Individual,NA,NA,No,0,3401-3413 E 1st St, ,Los Angeles,90063,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 4,SD 1,CD 14,203900,25, ,0, , 
330,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009405,TH,The Salvation Army,The Salvation Army SC Division LA Bell Shelter II,C,0,SMF,Individual,NA,NA,Yes,1,5600 RICKENBACKER RD, ,Bell,90201,69037,Steve Lytle,Director,(323) 263-1206,steve.lytle@usw.salvationarmy.org,SPA 7,SD 1,NA,532304,96, ,96, , 
331,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009445,ES,The Salvation Army,FSP Pacific Clinics,C,Facility-based beds,SMF,Individual,NA,NA,No,1,5600 RICKENBACKER RD, ,Bell,90201,69037,Alma Martinez,Program Manager,(323) 263-1206,alma.martinez-villagomez@usw.salvationarmy.org,SPA 7,SD 1,NA,532304,3, ,3, , 
332,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009447,TH,The Salvation Army,Wellness Center Transitional Housing (non-HMIS),C,0,SMF,Individual,NA,NA,No,0.73,5600 RICKENBACKER RD, ,Bell,90201,69037,Alma Martinez,Program Manager,(323) 263-1206,alma.martinez-villagomez@usw.salvationarmy.org,SPA 7,SD 1,NA,207710,11, ,8, , 
333,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009431,ES,The Salvation Army,The Salvation Army Bell Shelter,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1,5600 RICKENBACKER RD, ,Bell,90201,69037,Steve Lytle,Director,(323) 263-1206,steve.lytle@usw.salvationarmy.org,SPA 7,SD 1,NA,532304,40, ,40, , 
334,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009402,TH,The Salvation Army,Bell Shelter I - 54 Bed Emergency Shelter,C,0,SMF,Individual,NA,NA,Yes,1,5600 RICKENBACKER RD, ,Bell,90201,69037,Steve Lytle,Director,(323) 263-1206,steve.lytle@usw.salvationarmy.org,SPA 7,SD 1,NA,532304,54, ,54, , 
335,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009444,ES,The Salvation Army,DMH Emergency Shelter,C,Facility-based beds,SMF+HC,Family,NA,Mentally Ill,No,1,5600 RICKENBACKER RD, ,Bell,90201,69037,Alma Martinez,Program Manager,(323) 263-1206,alma.martinez-villagomez@usw.salvationarmy.org,SPA 7,SD 1,NA,532304,5, ,5, , 
336,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 Rickenbacker Rd.,Bell, ,90201,024-006358,ES,"JWCH Institute, Inc.",Recuperative Care - Bell Shelter,C,Facility-based beds,SMF,Individual,HIV,NA,No,0.93,5600 Rickenbacker Rd., ,Bell,90201,69037,Marcus Hong,Director,(323) 356-2545,mhong@jwchinstitute.org,SPA 7,SD 1,NA,532304,30, ,28, , 
337,M,92.5,A,"2133 S Central Ave, Los Angeles, CA, 90011",R,2133,2117,2199,S, ,Central,Ave, , ,Los Angeles, ,CA,90011, ,USA,ENG,StreetAddress,6984000016,0,-118.252545,34.022354,-118.252545,34.022354,-118.302545,33.972354,-118.202545,34.072354,2133 S. Central Ave.,Los Angeles, ,90111,011-001104,PSH,A Community of Friends,Central Court Apartments,C,0,SMF+HC,Family,NA,Mentally Ill,Yes,0.94,2133 S. Central Ave., ,Los Angeles,90111,62118,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 6,SD 2,CD 9,226420,18, ,17, , 
338,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009404,ES,The Salvation Army,Winter Shelter Program,C,Facility-based beds,SMF,Individual,NA,NA,Yes,1,5600 RICKENBACKER RD, ,Bell,90201,69037,Steve Lytle,Director,(323) 263-1206,steve.lytle@usw.salvationarmy.org,SPA 7,SD 1,NA,532304,72, ,72, , 
339,M,100,A,"5600 Rickenbacker Rd, Bell, CA, 90201",R,5600,5600,5698, , ,Rickenbacker,Rd, , ,Bell, ,CA,90201, ,USA,ENG,StreetAddress,6984000031,0,-118.163876,33.989311,-118.163876,33.989311,-118.213876,33.939311,-118.113876,34.039311,5600 RICKENBACKER RD,Bell, ,90201,040-009438,TH,The Salvation Army,Bell Shelter,C,0,SMF,Individual,NA,NA,Yes,0.86,5600 RICKENBACKER RD, ,Bell,90201,69037,Steve Lytle,Director,(323) 263-1206,steve.lytle@usw.salvationarmy.org,SPA 7,SD 1,NA,532304,42, ,36, , 
340,M,100,PP, , , , , , , , , , , , , , , , , , , , ,0,-118.208474,33.896234,0,0,0,0,0,0,CONFIDENTIAL,COMPTON, ,90221,034-009651,TH,"Shields For Families, Inc.",Naomi Village,C,0,SFHC,Family,NA,Substance Abusers,Yes,0.79,Confidential, ,Compton,90221,60804,Brenda Perez,Housing Case Manager,(323) 242-5000,bperez@shieldsforfamilies.org,SPA 6,SD 2,NA,542000,62, ,49, , 
341,M,100,PP, , , , , , , , , , , , , , , , , , , , ,0,-118.206781,33.896096,0,0,0,0,0,0,CONFIDENTIAL,COMPTON, ,90221,034-009650,TH,"Shields For Families, Inc.",Keith Village,C,0,SMHC,Family,NA,Substance Abusers,Yes,0.81,Confidential, ,Compton,90221,60804,Brenda Perez,Housing Case Manager,(323) 242-5000,bperez@shieldsforfamilies.org,SPA 6,SD 2,NA,542000,32, ,26, , 
342,M,100,A,"528 W Almond St, Compton, CA, 90220",L,528,500,598,W, ,Almond,St, , ,Compton, ,CA,90220, ,USA,ENG,StreetAddress,6984000003,0,-118.23147,33.894141,-118.23147,33.894141,-118.28147,33.844141,-118.18147,33.944141,528 W. Almond St.,Compton, ,90220,239-003651,ES,Compton Welfare Rights Organization,Emergency Homeless Shelter,N,Facility-based beds,SFHC,Family,NA, ,Yes,0.84,528 W. Almond St., ,Compton,90220,60804,Sheila Youngblood,Director,(310) 631-5192,0,SPA 6,SD 2,NA,542502,19, ,16, , 
343,M,100,A,"528 W Almond St, Compton, CA, 90220",L,528,500,598,W, ,Almond,St, , ,Compton, ,CA,90220, ,USA,ENG,StreetAddress,6984000003,0,-118.23147,33.894141,-118.23147,33.894141,-118.28147,33.844141,-118.18147,33.944141,528 W. Almond St.,Compton, ,90220,239-003650,ES,Compton Welfare Rights Organization,Emergency Shelter,C,Facility-based beds,SMHC,Family,NA,NA,Yes,0.92,528 W. Almond St., ,Compton,90220,60804,Sheila Youngblood,Director,(310) 631-5193, ,SPA 6,SD 2,NA,542502,12, ,11, , 
344,M,100,A,"5720 Clara St, Bell Gardens, CA, 90201",R,5720,5708,5898, , ,Clara,St, , ,Bell Gardens, ,CA,90201, ,USA,ENG,StreetAddress,6984000023,0,-118.164607,33.963026,-118.164607,33.963026,-118.214607,33.913026,-118.114607,34.013026,5720 Clara St,Bell Gardens, ,90201,365-014650,PSH,Abode Communities,Terra Bella,C,0,SMF,Individual,NA,Mentally Ill,No,1,5720 Clara St, ,Bell Gardens,90201,69037,Robin Hughes,President and Chief Executive Officer,(213) 629-2702,info@abodecommunities.org,SPA 7,SD 1,NA,534202,80, ,80, , 
345,M,100,A,"15810 S Frailey Ave, Compton, CA, 90221",L,15810,15700,15844,S, ,Frailey,Ave, , ,Compton, ,CA,90221, ,USA,ENG,StreetAddress,6984000004,0,-118.190732,33.889656,-118.190732,33.889656,-118.240732,33.839656,-118.140732,33.939656,15810 S Frailey Ave,Compton, ,90221,417-017501,PSH,LINC Housing,Seasons at Compton,C,0,SMF,Individual,NA, ,Yes,0.96,15810 S Frailey Ave, ,Compton,90221,60804,#N/A,#N/A,#N/A,#N/A,SPA 6,SD 2,NA,542102,84, ,81, , 
346,M,100,A,"2010 E El Segundo Blvd, Compton, CA, 90222",R,2010,1920,2014,E, ,El Segundo,Blvd, , ,Compton, ,CA,90222, ,USA,ENG,StreetAddress,6984000031,0,-118.236958,33.916092,-118.236958,33.916092,-118.286958,33.866092,-118.186958,33.966092,2010 E El Segundo Blvd.,Compton, ,90222,011-001119,PSH,A Community of Friends,Step Out Apartments,C,0,SMF,Youth,NA,Youth (Emancipated Foster Youth),Yes,0.7,2010 E El Segundo Blvd., ,Compton,90222,69037,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 6,SD 2,NA,541400,20, ,14, , 
347,M,100,A,"3819 Motor Ave, Culver City, CA, 90232",R,3819,3801,3899, , ,Motor,Ave, , ,Culver City, ,CA,90232, ,USA,ENG,StreetAddress,6984000016,0,-118.403661,34.019996,-118.403661,34.019996,-118.453661,33.969996,-118.353661,34.069996,3819 Motor Avenue,Culver City, ,90232,021-005807,PSH,Homes for Life Foundation,Denker House,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.98,3819 Motor Avenue, ,Culver City,90232,69037,Deborah Gibson,Executive Assistant,(310) 337-7417,dgibson@homesforlife.org,SPA 5,SD 2,NA,269902,56, ,55, , 
348,M,100,A,"11500 Paramount Blvd, Downey, CA, 90241",L,11500,11500,11640, , ,Paramount,Blvd, , ,Downey, ,CA,90241, ,USA,ENG,StreetAddress,6984000008,0,-118.139571,33.94039,-118.139571,33.94039,-118.189571,33.89039,-118.089571,33.99039,11500 PARAMOUNT BLVD,Downey, ,90241,072-010070,PSH,"Southern California Alcohol and Drug Program, Inc.",Shelter Plus Care Program,C,0,SMF,Individual,NA,Substance Abusers,Yes,1,11500 PARAMOUNT BLVD, ,Downey,90241,61032,Dawn Estes,Program Director,(562) 923-4545 x 2267,shelterpluscare@scadpinc.org,SPA 7,SD 4,NA,551300,100, ,100, , 
349,M,96.62,A,"15727 S Atlantic Ave, East Compton, CA, 90221",R,15727,15701,15829,S, ,Atlantic,Ave, , ,East Compton, ,CA,90221, ,USA,ENG,StreetAddress,6984000032,0,-118.193075,33.89034,-118.193075,33.89034,-118.243075,33.84034,-118.143075,33.94034,15727 S. Atlantic Ave,E. Rancho Dominguez, ,90221,365-014651,PSH,Abode Communities,Casa Dominguez,C,0,SMF+HC,Youth,NA,Youth (Emancipated Foster Youth),No,1.01,15727 S. Atlantic Ave, ,E. Rancho Dominguez,90221,69037,Robin Hughes,President and Chief Executive Officer,(213) 629-2702,info@abodecommunities.org,SPA 6,SD 2,NA,542102,222, ,224, , 
